CustomerId,ComplaintNumber,Complaint
6439-GTPCA,1,"The internet service has been unreliable despite the high monthly charges. Frequent outages and slow speeds have disrupted my work and daily activities, and even tech support hasn't been able to provide a permanent solution."
3943-KDREE,3,"Despite my complaints about poor service, my monthly charges remain high, and I feel I am not getting value for the money I am paying."
0257-ZESQC,3,"Despite my complaints, there has been no resolution or compensation for the ongoing internet problems, which is why I ultimately decided to cancel my service."
4143-OOBWZ,3,"I feel the monthly charges are too high for the limited services I am receiving, especially since I don't even have access to streaming TV or movies."
4816-JBHOV,3,"The monthly charges are too high for the limited services I am receiving, especially considering there is no online security, backup, or tech support included."
0742-LAFQK,1,"Despite being a loyal customer for years, my streaming movies service often buffers or experiences interruptions, which is frustrating given the high monthly charges I’m paying. Please resolve this issue immediately."
4881-JVQOD,2,"I've tried contacting support for assistance with the streaming issues, but I haven't received a helpful response or resolution. This lack of support is unacceptable."
1564-NTYXF,1,"The streaming movies service constantly buffers and disrupts my viewing experience. Despite paying for fiber optic internet, the connection is not as fast or reliable as expected. This has been a recurring issue, and I'm very frustrated with the lack of resolution."
4837-QUSFT,2,"Even though I signed up for online backup and tech support, I feel like the support team has been slow to address my concerns about my device protection being unavailable. I need a resolution to this gap in service."
3374-LXDEV,2,"When I tried reaching out to tech support for assistance, the response was unhelpful and delayed. I expected better support given I'm paying for this service."
9412-ARGBX,4,"I recently canceled my contract, but I was still billed for an additional month—this is unacceptable and needs to be rectified immediately."
3648-GZPHF,1,"The internet service has been inconsistent, with frequent interruptions affecting my ability to complete important tasks. Despite having tech support included, I haven’t seen a resolution to this ongoing issue."
6386-SZZKH,1,"The fiber optic internet service has been consistently unreliable, with frequent outages and slow speeds. Despite having tech support included in my plan, the issue has not been resolved after multiple attempts to contact customer service."
4659-NZRUF,1,"The streaming movies service has constant buffering issues despite having fiber optic internet. This has been ongoing for months, and no resolution has been provided despite multiple attempts to contact support."
3419-SNJJD,3,"I am frustrated with the high monthly charges, especially since I am not receiving the quality of service I was expecting. I feel like I'm overpaying for unreliable internet."
2696-NARTR,3,The monthly charges are too high for the limited services I am receiving. I feel like I am not getting value for my money.
8720-RQSBJ,1,"The DSL internet connection is extremely slow, and it's making it difficult to carry out basic online activities. As a new customer, I expected better service from the start."
3352-RICWQ,1,"I have been experiencing issues with my phone service, including dropped calls and poor call quality. Despite being on a two-year contract, the reliability of the service has been disappointing, and I expect this to be resolved promptly."
3058-HJCUY,3,"When I reached out to customer support about these issues, I was met with unhelpful responses and no resolution. This poor service is unacceptable."
4289-DTDKW,1,"The internet speed has been consistently poor despite paying for a premium fiber optic service. It's affecting my streaming services for both TV and movies, which is unacceptable given the high monthly charges."
4988-IQIGL,4,"I noticed that there's no option for tech support or additional protection services in my plan, making it difficult to resolve issues or ensure my devices are secure."
9191-MYQKX,3,"I was charged the full monthly fee despite the poor service quality, and I find it unfair to pay for a service that hasn't met basic expectations."
7657-DYEPJ,1,"I am extremely dissatisfied with the streaming TV service, as it frequently buffers and crashes, making it impossible to enjoy shows. Despite having tech support included, the issue remains unresolved after multiple attempts to get help."
3067-SVMTC,1,"My internet speed has been inconsistent lately, which is frustrating given how long I've been a loyal customer. I expect better service for the price I’m paying."
2207-NHRJK,5,"I was not informed clearly about the limitations of the DSL internet service, and this has led to frustration and disappointment."
3027-ZTDHO,1,"The streaming services I signed up for, both TV and movies, are constantly buffering and often fail to load. This has made it impossible to enjoy the services I am paying for. I need this issue resolved immediately or I will consider switching providers."
3440-JPSCL,1,"The internet service has been extremely unreliable with constant interruptions, which is especially frustrating since I'm paying for Fiber optic. Despite having tech support, no one has resolved the issue, leading me to cancel my service."
9479-HYNYL,4,I noticed an unexpected increase in my monthly charges recently without any explanation. I need a breakdown of these charges and a correction if there's been an error.
8626-XHBIE,5,The customer service response times have been slow whenever I try to report issues with the phone service. It's disappointing that problems take so long to be resolved.
5204-QZXPU,5,"Despite being a long-time customer, there are no loyalty benefits or discounts offered, making me feel unappreciated and prompting my decision to leave."
5639-NTUPK,3,The automatic credit card payment system seems to lack transparency—I noticed inconsistencies in the monthly charges and would like a detailed breakdown.
6845-RGTYS,1,"The monthly charges for my services are too high, especially considering I don’t even have tech support included. I feel like I’m not getting value for the price I’m paying and would appreciate a review of my plan to offer a more affordable option."
9638-JIQYA,1,"The internet speed is extremely slow and not meeting my expectations. Despite being a new customer, the experience has been frustrating, and I feel like I'm not getting the service I signed up for."
9391-EOYLI,3,The monthly charges are too high considering the poor service quality and lack of resolution to my complaints.
8450-JOVAH,2,"I contacted customer service regarding the slow internet speeds, but I did not receive any helpful assistance or follow-up. This lack of support is unacceptable."
4767-HZZHQ,2,"I have been paying for tech support, but I can't access any assistance when I encounter problems. This is frustrating, and I expect better service."
3167-SNQPL,5,"The multiple lines on my phone service have frequent call drops, which is inconvenient and unprofessional when I use the lines for important calls."
9053-JZFKV,1,"I am extremely frustrated with the constant price increases for my services. Despite being a loyal customer for over five years, my monthly charges have become unreasonably high, and I don't feel like I'm getting the value I signed up for."
3489-HHPFY,2,"Despite paying a high monthly charge, I am not receiving adequate support or options to address my concerns, such as tech support or device protection."
4174-LPGTI,1,"I've been a loyal customer for over three years, but my DSL internet has been consistently slow and affects my ability to stream movies. Despite having tech support included, the issue was never resolved, which is why I decided to leave."
0750-EBAIU,2,"I contacted customer support about the streaming issues, but they were unhelpful and did not provide a proper resolution or timeline for fixing the problem."
8749-TZYEC,1,"I have been a loyal customer for six years, but I feel like there are no rewards or benefits for long-term customers. Other companies offer loyalty discounts or perks, and I would appreciate it if you could consider implementing something similar."
6229-LSCKB,1,"The streaming TV service frequently buffers or goes offline, making it impossible to watch anything smoothly. I've tried troubleshooting, but the issue hasn't improved."
3812-LRZIR,1,"I’ve repeatedly had issues with my phone service, such as dropped calls and poor call quality. Despite being on a two-year contract, I expect better reliability and would like this resolved promptly."
0365-GXEZS,3,"I specifically opted for no paperless billing, yet my bills are sometimes not delivered on time, causing inconvenience in tracking and making payments."
2272-WUSPA,3,My bill seems excessively high compared to what I believe I'm using. I would like a detailed explanation of the charges and why they are so steep.
4013-UBXWQ,2,"When I reached out to tech support for help with my streaming issues, the response was slow, and the solutions provided did not fix the problem. I am very dissatisfied with the lack of effective assistance."
4925-LMHOK,5,I am frustrated with the lack of improvement after 15 months as a customer and have decided to switch to another provider.
6834-NXDCA,1,"I'm very disappointed with the lack of additional features or support with my internet service. Despite being a loyal customer for over a year, I feel like I'm paying for a very basic service without any added value like security, backup, or tech support. This is one of the reasons I chose to leave."
7148-XZPHA,1,"The internet speed has been inconsistent, especially during peak hours, which affects my ability to work from home effectively. I've been a loyal customer for years, and I expect more reliable service for the price I'm paying."
4983-CLMLV,4,"Customer support took too long to resolve my recent tech issue, even though I specifically pay for Tech Support services."
2272-QAGFO,1,"The internet service has been extremely unreliable and frequently disconnects. Despite paying a high monthly charge, I am not receiving the quality of service I expected, and there is no support available to assist with the issues."
6956-SMUCM,5,"I have already decided to cancel my subscription due to these persistent issues, but the cancellation process has been confusing and unnecessarily time-consuming."
4825-XJGDM,1,"I've been a loyal customer for over five years, but I feel like I'm not being offered any loyalty discounts or benefits despite my consistent payments. It's disappointing that long-term customers aren't rewarded for their commitment."
5502-RLUYV,5,"The monthly charges have been increasing without explanation, and I feel I'm not getting the value for the amount I'm being billed."
5110-CHOPY,1,"The streaming services I signed up for frequently buffer or fail to load, even though I’ve been a loyal customer for five years. This is very frustrating, especially since I’m paying for these specific features."
4656-CAURT,4,I haven't received any proactive communication or offers to upgrade my services or improve my experience as a long-term customer. It feels like my loyalty is being overlooked.
9143-CANJF,2,"I'm unhappy with the high monthly charges for the limited services I use. Since I don't have streaming TV or movies, I feel like I'm overpaying compared to what I'm getting."
3707-GNWHM,5,"I’ve only been a customer for one month, and the overall experience has been terrible. I am considering switching to another provider."
4628-CTTLA,1,"The streaming TV service frequently buffers and has poor video quality, making it impossible to enjoy. Despite being a long-term customer, I haven't seen any improvements, and this has been frustrating enough to make me consider leaving."
6815-ABQFQ,2,"Despite having tech support included in my plan, it took an unreasonably long time to get someone to address my issue, and the problem still persists."
1195-OIYEJ,5,The process for canceling my service has been overly complicated and frustrating. I want to ensure I’m not billed again after I’ve already decided to leave.
6394-MFYNG,2,"I contacted customer support about my streaming issues, but they were unhelpful and couldn't provide a resolution. I expected better service given the high monthly charges."
3669-LVWZB,3,"Despite these ongoing issues, I'm still being charged the full amount. I would like a refund for the poor service during this time."
1725-IQNIY,3,"When I sought help from tech support regarding these issues, the response was unhelpful and slow, leaving my problems unresolved."
4695-WJZUE,2,"I reached out to customer support about my streaming issues, but I haven't received any helpful resolution. The lack of tech support is very frustrating."
5049-GLYVG,3,"The process of mailing a check every month is inconvenient and outdated. I would have preferred more modern payment options, but none were suggested during signup."
2055-PDADH,2,"When I tried to contact customer support to resolve the internet issues, I received no meaningful assistance. The lack of tech support has made the situation worse."
5268-DSMNQ,5,"Despite being a loyal customer for over five years, I haven't received any loyalty rewards or discounts. I would appreciate recognition for my continued business."
6332-FBZRI,1,"Despite having a long-term contract and paying consistently for years, my DSL internet speed is not up to standard. It often slows down during peak hours, making it difficult to complete work or stream content for my family. Please address this issue immediately."
2737-WFVYW,1,"The streaming services I signed up for, like TV and movies, constantly buffer and freeze. It's frustrating, especially since I'm paying for DSL internet, and the issue hasn't improved since I started my subscription."
5980-NOPLP,5,"Considering all these issues and the lack of resolution, I am frustrated that I’ve paid over $4,000 for a service that doesn’t meet my expectations."
5792-JALQC,4,"I called customer support to resolve these issues, but I was put on hold for an unreasonably long time and never received a proper resolution."
1591-NFNLQ,2,"When I reached out to customer support about the internet issues, I was told there’s no resolution timeline. The lack of tech support availability has been very frustrating."
2342-CKIAO,3,"I mailed my payment on time, but it seems like there was a delay in processing it. This caused unnecessary stress, and I would like an explanation."
5438-QMDDL,1,"The streaming movies service I signed up for frequently buffers and has poor quality. This has been happening for weeks, and it’s very frustrating to not get the service I’m paying for. Please resolve this issue as soon as possible."
8017-UVSZU,1,"Despite being a long-time customer, I am disappointed that I constantly have to deal with poor internet speeds and frequent disruptions. It's frustrating that even with DSL and a steady payment history, the service quality hasn't improved."
4191-XOVOM,2,"The streaming services I pay for often buffer or experience interruptions, even though I have fiber optic internet. This is very frustrating, especially when I pay a premium for these services."
6108-OQZDQ,1,"The streaming services I signed up for, both TV and movies, constantly buffer and experience interruptions. It's frustrating to pay such a high monthly charge for subpar service. I need this issue resolved immediately."
4690-PKDQG,2,"I tried contacting customer support about my internet issues, but the lack of tech support included in my plan made it difficult to get adequate assistance. This is very disappointing."
0634-SZPQA,1,"The streaming TV service frequently buffers and has poor video quality, even though I am paying for a high-speed fiber optic internet connection. This has made it impossible to enjoy the service."
4385-ZKVNW,5,"Despite being a long-term customer, there seems to be no loyalty benefits or discounts offered to me. I feel undervalued and would like to discuss this."
4749-VFKVB,5,It’s inconvenient that I have to use mailed checks for payments when I prefer more modern options like card payments or online transfers.
7240-ETPTR,3,"When I reached out to customer support about my issues, I was not given a satisfactory resolution or timeline for fixing the problems, which led me to cancel my service."
7248-VZQLC,2,"I reached out for technical support regarding my internet issues, but I was informed that I do not have access to tech support. For the amount I'm paying, I expect better customer service options."
4526-EXKKN,1,"I've been receiving paperless billing notifications, but the details are often unclear and confusing. I would prefer clearer communication or more detailed billing statements to avoid any misunderstandings."
4890-VMUAV,4,"Despite paying for multiple services like Online Security and Device Protection, I feel like the value I’m getting doesn’t justify the high monthly charges."
5495-GPSRW,3,The process of mailing checks every month is inconvenient. I would prefer more flexible payment options that align with modern conveniences.
3565-UNOCC,1,"The internet speed on my fiber optic connection has been consistently slow despite the high monthly charges, making it difficult to stream TV and movies without buffering issues. I have contacted customer support in the past, but no resolution has been provided."
4072-IPYLT,5,"Your billing process is not transparent enough. While I’m not using paperless billing, the invoices I receive lack clear breakdowns of charges, making it hard to verify them."
8361-LTMKD,4,"The monthly charges are too high for the limited services I am receiving, and I am frustrated that no effort has been made to address my concerns or offer a discount."
1122-JWTJW,5,"I’m frustrated with the lack of options or assistance to retain me as a customer, which is why I have no choice but to leave."
5275-SQEIZ,3,The monthly charges feel excessive given the lack of functioning services and support. I believe I am overpaying for what I am receiving.
4456-RHSNB,3,"When I reached out to customer support about the internet issues, I was not provided with a helpful resolution. I expect better assistance moving forward."
0818-OCPZO,2,"I tried reaching out to tech support for help with my internet issues, but I was unable to get any assistance since I don’t have tech support included in my plan. This lack of support is unacceptable for a loyal customer."
2080-GKCWQ,5,"I opted for a non-paperless billing method, but I still haven’t received my last month’s bill in the mail."
9436-ZBZCT,4,"The monthly charges are too high for the quality of services provided, and I feel like I'm not getting value for my money."
7636-OWBPG,1,"I am frustrated with the lack of online security features in my internet service. As a senior citizen, I am concerned about potential risks while browsing, and I expect better protection from my provider."
9625-QSTYE,1,"The internet service has been incredibly unreliable, with frequent outages, which has made it difficult to complete my work or use my devices effectively. Despite paying a high monthly fee, the quality of service has not improved."
8017-LXHFA,1,"The streaming services I signed up for frequently buffer or fail to load, even though I am paying for a high-speed fiber optic connection. It’s frustrating to deal with this issue, especially since I’m paying nearly $95 a month for unreliable service."
8740-CRYFY,4,I am being charged a high monthly fee for services that are not meeting the quality I was promised. I want a refund or compensation for this experience.
7481-ATQQS,5,"I was charged for streaming movies, but the service quality is subpar, with constant buffering and interruptions. This is unacceptable given the high price I pay."
0952-KMEEH,1,"The streaming services I signed up for keep buffering and the video quality is poor. Despite having fiber optic internet, the performance is not meeting my expectations, and it's frustrating to pay such a high monthly charge for subpar service."
5318-YKDPV,2,The monthly charges seem to be increasing without any clear explanation. I need a detailed breakdown of my bill to understand these changes.
1582-RAFML,1,"The internet speed with my DSL service has been extremely disappointing, making it difficult to complete even basic tasks online. I reached out to tech support for assistance, but the problem still hasn't been resolved."
5899-MQZZL,5,"I’m frustrated with the lack of flexibility or incentives to retain long-term customers, which is why I decided to leave."
7244-QWYHG,4,I'm unable to access some channels on the streaming TV service that were previously available. I would like to know why these channels are no longer included in my plan.
5671-UUNXD,4,There is no option to bundle services or reduce costs despite being a loyal customer for over four years. I feel like long-term customers should be rewarded with better offers.
8008-OTEZX,2,"The mailed check payment method is inconvenient, and I would like more modern payment options, such as online or electronic billing, to simplify the process."
4652-NNHNY,2,"Customer support was unhelpful when I tried to address the high costs and lack of included services, which ultimately led me to cancel my subscription."
4789-KWMXN,1,"The fiber optic internet service has been consistently unreliable with frequent outages, making it difficult to stream TV and movies or work efficiently online. Despite having tech support included, my issues have not been resolved in a timely manner, which is very frustrating."
7517-LDMPS,1,"The streaming movies service often buffers and interrupts my viewing experience, which is very frustrating considering the high monthly charges I pay. I expect a smoother service for the cost."
9889-TMAHG,4,I was charged for this month even after I decided to cancel my subscription. I expect an immediate refund.
7841-TZDMQ,4,"The cancellation process was unnecessarily complicated, and I did not receive clear guidance on how to return equipment or finalize my account."
0771-CHWSK,5,"The monthly charges keep increasing without clear communication or justification, and I feel like I’m being overcharged compared to other providers."
0023-HGHWL,5,"The month-to-month contract feels like a trap because the service quality does not improve, and I feel forced to leave due to poor service and no resolution."
7124-UGSUR,2,"When I tried to reach out for technical support regarding my internet issues, I was informed that I don't have access to tech support. This lack of assistance is unacceptable, especially for a long-term customer."
5240-IJOQT,3,"Being a senior citizen, I find the lack of tech support or assistance frustrating, especially when I’m paying such a high monthly charge."
5875-YPQFJ,5,"The billing process is unclear, and I am unsure why the charges are so high for the limited services provided."
8597-CWYHH,4,"Despite being a loyal customer for over three years, there have been no offers or discounts to reward my long-term commitment."
4701-MLJPN,1,"I've been a loyal customer for over two years, but the DSL internet speed has been consistently slow and inadequate for my needs. Despite having tech support, the issue has not been resolved, which is why I decided to terminate my service."
3285-UCQVC,2,"I am frustrated with the lack of value for the services provided. I only have internet service with tech support, yet the monthly charges seem unreasonably high for what I receive."
4404-HIBDJ,1,"Despite being a loyal customer for over two years, my internet speeds have consistently been slower than advertised, especially when streaming TV. This has made it very frustrating to use the service I’m paying for."
4248-HCETZ,5,"I am deeply dissatisfied with the overall service and the lack of resolution to my complaints, which is why I decided to cancel my service altogether."
0637-UBJRP,3,"My monthly bill is very high compared to the service quality I’m receiving. I don’t feel I’m getting value for my money, and this is one of the reasons I decided to leave."
1323-OOEPC,1,"The internet service has been extremely inconsistent, causing interruptions to my streaming services. Despite being a long-term customer, the issue has not been resolved, and it's very frustrating to pay such high monthly charges for unreliable service."
1771-OADNZ,3,"Your customer service has been disappointing, as I’ve had to follow up multiple times without resolution, which ultimately led to my decision to leave."
6804-GDMOI,3,"The monthly charges are extremely high, and I don’t feel I’m getting the value for the services I’m paying for, especially with the ongoing connectivity problems."
5804-JMYIO,1,"I have been a loyal customer for over three years, but I am frustrated with the lack of internet service options. I would like to know if and when internet services will be made available in my area."
0848-ZGQIJ,1,"The streaming services I signed up for frequently buffer or stop working altogether, especially during peak hours. This has been very frustrating as I'm paying for premium fiber optic service and expect better performance."
5119-KEPFY,3,"Customer support is unhelpful when I try to report issues. I was put on hold for over 30 minutes last time, and my problem still wasn’t resolved."
0516-OOHAR,2,"I have been trying to reach tech support for assistance with my internet connection issues, but there seems to be no support available under my plan. This is unacceptable considering the premium I'm paying."
8329-IBCTI,3,"The process of mailing checks for payment is inconvenient, and there seems to be no alternative option provided for someone without internet service."
0520-FDVVT,2,"I contacted customer support about the poor streaming and internet performance, but I was unable to get any helpful assistance. This lack of support has left me very dissatisfied."
0975-VOOVL,4,"The lack of online security is concerning, as I worry about the safety of my personal information while using the internet."
8080-DDEMJ,2,"When I reached out for assistance with my internet issues, I was told to upgrade to additional services for support. This feels unfair as I am already dissatisfied with the basic service."
4183-WCSEP,2,"When I reached out to tech support for assistance with the slow internet, the response was unhelpful and did not resolve the issue, leading me to feel unsupported as a customer."
1041-RXHRA,4,"Despite being a loyal customer for over three years, I feel that my concerns are being ignored. The lack of attention to my issues is the main reason I decided to leave."
1306-RPWXZ,2,I feel that my current plan is outdated and not competitive. I would like to explore better service bundles or discounts for loyal customers like myself.
8593-WHYHV,1,"The streaming movies service I signed up for keeps buffering and crashing frequently, making it impossible to watch anything. This has been happening for weeks, and I haven't received any proper assistance despite reaching out multiple times."
2817-NTQDO,1,"The streaming TV service often buffers or disconnects, especially during peak hours. This has made it difficult to enjoy shows, and I haven't received any effective assistance from tech support to resolve the issue."
7074-IEVOJ,3,"I'm frustrated with the high monthly charges, especially given the poor quality of service—I feel like I'm paying for features and reliability that I am not receiving."
4079-WWQQQ,3,"Despite opting for a two-year contract, I feel the service quality has not improved over time, and my concerns about consistent streaming issues have gone unresolved."
0655-RBDUG,3,"Despite these ongoing issues, my monthly charges remain high, and I feel I am not getting the value for what I am paying."
3842-IYKUE,1,"The internet service has been experiencing frequent outages, and despite having tech support included in my plan, the issue has not been resolved effectively. This has caused significant inconvenience, and I am disappointed with the lack of a permanent solution."
9647-ERGBE,1,"The streaming services I signed up for frequently lag or buffer despite having fiber optic internet. This has been a recurring issue, and it severely impacts my ability to enjoy the services I’m paying for."
5908-QMGOE,1,"The internet service is extremely expensive for what I’m getting. I don’t use any additional features like online security, backup, or streaming services, yet I’m paying a high monthly fee for just the basics. This pricing feels unfair and unreasonably high."
4558-FANTW,1,"The streaming TV service frequently buffers and freezes, making it impossible to enjoy watching anything. Despite having tech support included, the issue remains unresolved after multiple calls."
3891-PUQOD,2,"I contacted customer service about the streaming issue, but they were unable to resolve it and offered no clear timeline for a fix. This lack of support is unacceptable."
7813-ZGGAW,1,"The monthly charges are extremely high for the services I am receiving. I feel like I am overpaying, especially since I don't even use some of the features like Streaming Movies. I would like to discuss a more affordable plan."
1618-CFHME,2,"When I reached out to customer support about the internet issues, I received no resolution or follow-up, which has been very frustrating."
7943-RQCHR,5,"The month-to-month contract feels like a trap, as I’m not getting the service I’m paying for but fear additional fees if I leave."
6791-YBNAK,1,The DSL internet service has been performing poorly with slow speeds and frequent interruptions. This is especially frustrating since I rely on it for work and family needs. Please address this issue immediately.
7617-EYGLW,2,"I opted for paper billing, yet I haven't received my bill in the mail on time, which is causing unnecessary inconvenience in managing my payments."
1626-ERCMM,3,The monthly charges are too high for the limited support and unreliable services provided. I would like a detailed explanation of the charges and why they keep increasing.
0979-MOZQI,1,The streaming TV service frequently buffers and has poor video quality despite my long tenure as a customer and timely payments. I expect better reliability for the price I'm paying.
3902-FOIGH,3,The monthly charges are too high for the quality of service I am receiving. I don't feel like I'm getting value for my money.
7893-IXHRQ,4,"I canceled my service because of my dissatisfaction, yet the cancellation process was overly complicated and time-consuming. This added to my frustration."
7576-OYWBN,5,The electronic check payment method seems outdated and inconvenient. I would prefer more modern and flexible payment options.
9847-HNVGP,1,"Despite being a loyal customer for over a year, I feel like I'm not getting any additional benefits or incentives to continue my service. It would be great to see some loyalty rewards or discounts for long-term customers."
3521-MNKLV,5,"The process of mailing checks for payment is inconvenient, and I’d appreciate more flexible options for paying my bills."
9512-UIBFX,2,"Your customer service has been unhelpful in addressing my concerns about the poor streaming quality and lack of tech support. Every time I call, I am put on hold for long periods and given no clear resolution."
6490-FGZAT,1,"I am frustrated with the lack of clarity in my monthly bill. I signed up for basic phone service, but the charges seem inconsistent and unclear. Please provide a detailed breakdown of my charges."
1455-UGQVH,2,"When I contacted customer support to address the streaming issue, I was told the problem was on my end despite having Fiber optic internet. I feel like my concerns weren’t taken seriously, and no proper resolution was offered."
0215-BQKGS,5,"The lack of TechSupport as part of my package is frustrating, especially when I encounter technical issues. I would expect better support for the amount I am paying."
2868-MZAGQ,2,"I contacted customer support about the streaming issue, but they were unhelpful and didn't provide a resolution."
6110-OHIHY,1,"The streaming TV service frequently buffers and interrupts my viewing experience, even though I am paying a high monthly fee for fiber optic internet. This issue has made it impossible to enjoy the service."
0206-TBWLC,3,"Despite having tech support included in my plan, it takes an unreasonable amount of time to get through to a representative when I need help. This level of service is unacceptable."
3723-BFBGR,1,"I am frustrated with the lack of tech support availability. As a senior citizen, I find it challenging to troubleshoot issues on my own, and not having access to tech support makes resolving problems with my internet and phone services very difficult."
0193-ESZXP,1,"The internet service has been inconsistent, with frequent outages and buffering issues while streaming TV and movies. Despite paying a premium monthly rate, the quality of service has not met expectations, and customer support has been unhelpful in resolving these issues."
2082-OJVTK,1,"The internet service has been consistently unreliable, with frequent outages and slow speeds, making it difficult to stream movies or complete important online tasks. Despite multiple calls to customer support, the issue remains unresolved."
7831-QGOXH,1,"The streaming TV service frequently buffers and is not providing the quality I expected despite paying a high monthly charge. This has been a recurring issue, and I am very disappointed that it hasn’t been resolved."
9851-QXEEQ,1,"The internet service has been consistently unreliable, with frequent outages and slow speeds despite being on a fiber optic plan. This has made it difficult to use streaming services I pay for, like StreamingTV and StreamingMovies. Attempts to reach support for help have been unhelpful, and as a result, I've decided to cancel my service."
6861-XWTWQ,1,"The internet speed is consistently slower than advertised, especially while streaming TV and movies. Despite paying a high monthly fee, I'm not getting the quality of service I expected."
2430-USGXP,3,"My monthly charges are too high for the quality of service I am receiving. I feel like I am paying a premium price for subpar performance, and I would like this addressed."
3336-JORSO,1,"The internet has been unreliable despite paying a high monthly fee. Streaming services frequently buffer, and the connection drops during important moments. This has been ongoing for months, and customer support hasn't provided a lasting solution."
1085-LDWAM,1,"I am frustrated with the lack of internet service options available to me. As a long-term customer, I expect better service offerings, and it feels unfair that I'm unable to access internet-related features that could benefit my family."
7647-GYYKX,4,I find it inconvenient that I'm forced to rely solely on phone service when other providers in the area offer comprehensive packages including internet and streaming options.
3096-IZETN,2,"I reached out to your customer support about the streaming issue and received no proper assistance. Instead, I was told to restart my router, which didn't fix the problem."
1360-JYXKQ,3,"Despite having device protection and tech support, it took a long time to resolve a recent issue with my equipment, which was very inconvenient."
7493-TPUWZ,1,"The internet speed with the fiber optic service has been extremely slow and inconsistent, making it difficult to use basic online services. I expected better performance for the price I'm paying."
1591-XWLGB,1,"I have been a loyal customer for years, but I am frustrated that there are no options to add internet service to my plan. It feels like I am stuck with limited services despite being on a two-year contract."
6674-KVJHG,1,"I've been experiencing issues with my phone service, including dropped calls and poor call quality. This has been an ongoing problem, and I would like it resolved as soon as possible."
7314-OXENN,1,"The internet service has been extremely unreliable with frequent outages, making it difficult to use the online backup feature I signed up for. Despite reaching out for assistance, no resolution has been provided."
4578-PHJYZ,1,"The streaming TV service frequently buffers or crashes, making it difficult to enjoy watching shows. Despite having tech support, the issue has not been resolved after several attempts."
9351-HXDMR,1,"Despite being a loyal customer for 6 years, I consistently experience interruptions while streaming TV and movies. This is frustrating, especially considering the premium price I am paying for fiber optic internet. Please address this issue immediately."
8932-CZHRQ,1,"I have been a loyal customer for several years, but I am frustrated that tech support is not included in my plan. When I encounter issues with my streaming movies or internet service, I have no one to assist me, which is very inconvenient given the amount I pay monthly."
1022-RKXDR,1,"I have been a loyal customer for over three years, but I am frustrated with the lack of internet service options available to me. It's inconvenient not to have internet services bundled with my account, especially in today's connected world."
2608-BHKFN,2,"I contacted customer support about the internet issues, but they were unhelpful and failed to resolve the problem, which led to my decision to cancel the service."
2135-RXIHG,1,"The internet service has been extremely slow and unreliable since I signed up. Despite paying for DSL, the connection barely works, and I haven't been able to use it effectively."
3571-RFHAR,1,"The internet service has been inconsistent for months, with frequent outages and poor connection quality. Despite paying a premium for fiber optic internet and additional services like tech support, the issues have not been resolved. This has caused significant frustration and inconvenience."
3254-YRILK,2,"I contacted customer support for assistance with the buffering issue, but the representative was unhelpful and did not provide a satisfactory solution. This level of service is unacceptable."
7245-NIIWQ,3,"The monthly charges seem too high for the limited services I am receiving. I don't have any add-ons like streaming or security, so I don't understand why the bill is so expensive."
2812-ENYMO,1,"The streaming services I signed up for frequently buffer and have poor video quality despite having DSL internet. This is very frustrating, especially since I'm on a one-year contract and expected better service."
3146-JTQHR,3,I am frustrated with the outdated payment method options. Why is there no option for paperless billing if I prefer a more convenient and environmentally friendly approach?
8631-WUXGY,3,"I contacted customer support about the buffering issue, but they were unhelpful and did not provide a resolution."
2225-ZRGSG,1,"Despite being a loyal customer for over five years, I am deeply disappointed with the frequent downtime of my fiber optic internet service. It has disrupted my work and family activities multiple times, and the issue still hasn't been resolved despite my repeated calls to customer support."
2165-VOEGB,4,"Customer support has not been helpful at all in resolving these issues. Every time I reach out, I get generic responses without any real solutions."
7207-RMRDB,5,"The lack of online security and tech support options has left me feeling unprotected and unsupported, especially given the high cost of my services."
4280-DLSHD,1,"My internet speed has been consistently slow despite having DSL service. It's becoming difficult to perform basic tasks online, and I expect this to be resolved promptly."
6559-ILWKJ,1,"The streaming services are constantly buffering and the video quality is extremely poor. Despite being on a long-term contract, I am not getting the quality I expected from the streaming TV and movie services."
3049-SOLAY,4,"I'm being charged nearly $100 per month, and yet the quality of service is terrible. I feel like I’m overpaying for services that don’t work as advertised."
7319-ZNRTR,3,"I'm unhappy with the lack of flexibility in payment options and the outdated process of not having paperless billing, which makes managing my bills more cumbersome."
6024-RUGGH,1,"Despite being a loyal customer for six years, I feel that my monthly charges for basic phone services are too high compared to current market rates. I would like to discuss options for a more competitive pricing plan."
9139-WQQDY,1,"The internet service has been inconsistent lately, especially when streaming TV and movies. Despite paying a high monthly charge, the buffering and interruptions are making it difficult to enjoy the services I'm paying for."
0354-WYROK,1,"The cost of my monthly bill is extremely high, especially considering I don't have services like online security or online backup. I feel like I'm not getting value for the amount I'm paying, and this is one of the reasons I decided to leave."
4877-EVATK,2,"I recently canceled my service, but I am still being charged. I need clarification and a refund for these charges."
8309-PPCED,3,"The monthly charges keep increasing without any clear explanation, and I would like more transparency about the pricing adjustments."
5442-UTCVD,1,"The streaming movies service frequently buffers and lags despite having fiber optic internet. This has been a consistent issue, and it makes it impossible to enjoy the service I'm paying for. Please address this immediately."
1307-TVUFB,2,"I’ve been paying a high monthly fee for services like tech support and device protection, which I don’t even use. I would like a detailed breakdown of my charges to ensure I’m not being overcharged."
