customerID,complaint,complaint_number
8008-HAWED,"The streaming services I signed up for, including both TV and movies, are constantly buffering and have poor video quality. This makes it very frustrating to use.",1
8008-HAWED,I have been unable to get sufficient help from your tech support team when I reported the streaming issues. They were unresponsive and unhelpful.,2
8008-HAWED,"My internet speed is much slower than expected for a DSL connection, which impacts my ability to stream content or browse effectively.",3
8008-HAWED,"I feel like I'm being overcharged for the limited services I am receiving, especially since I don't use phone services and the internet performance is subpar.",4
8008-HAWED,"The electronic check payment method has been unreliable, and I've noticed delays in processing my bills, causing unnecessary stress.",5
5447-VYTKW,"The DSL internet speeds are much slower than what was promised when I signed up. It’s frustrating to deal with such slow connectivity, especially when I rely on it for work and personal use.",1
5447-VYTKW,"I’ve been having trouble with tech support response times. Despite paying for the service, it's been difficult to get immediate assistance when I encounter issues.",2
5447-VYTKW,"The monthly charges seem high for the limited services I’m using. I don’t have streaming or multiple lines, so I’m not sure why the cost is this steep.",3
7596-ZYWBB,"I have been a loyal customer for over five years, yet my monthly bill seems to keep increasing without any clear explanation. I would like a detailed breakdown of the charges and an explanation for the price hikes.",1
7596-ZYWBB,"Despite having tech support and online security as part of my plan, it takes a long time to get assistance when I face technical issues. The response times need to improve significantly.",2
0003-MKNFE,"The streaming movies service often buffers and freezes, making it difficult to enjoy watching anything. I've tried troubleshooting, but the problem continues.",1
0003-MKNFE,"The monthly charges feel too high for the limited services I am receiving, especially since I don’t use features like Online Security or Tech Support.",2
0003-MKNFE,The lack of tech support has been frustrating when I've tried to resolve issues with my DSL connection. I would appreciate more accessible customer assistance.,3
8871-JLMHM,"The internet speed has been inconsistent lately, which is frustrating since I rely on a stable connection for work. Despite having tech support included, the issue hasn't been resolved after multiple calls.",1
8871-JLMHM,"I'm paying a high monthly charge for services I don't fully use, like multiple lines and device protection. I’d like to review my plan and see if I can adjust it to better suit my needs.",2
2040-VZIKE,"The streaming services I pay for, both TV and movies, frequently buffer or fail to load altogether. This has been an ongoing issue despite my high monthly charges, and I'm frustrated that it's not being resolved.",1
4250-FDVOU,"My internet service has been inconsistent, causing disruptions to my work and daily activities. Despite having online security and backup, I still face issues that aren't being resolved effectively.",1
9170-GYZJC,"The streaming movies service I signed up for keeps buffering and the quality is inconsistent. This has been happening for weeks, and it's ruining my experience.",1
9170-GYZJC,"Despite having tech support included in my plan, I haven't been able to get proper assistance to fix the streaming issue. The support team has been unhelpful and slow to respond.",2
9170-GYZJC,I noticed my monthly charges have been steadily increasing without any clear explanation. I need a detailed breakdown of the charges and a resolution for any overbilling.,3
8680-CGLTP,"I am frustrated with the inconsistent DSL internet speeds despite having online security and tech support services. I expect reliable service, especially given my long tenure as a customer. Please address this issue immediately.",1
6178-KFNHS,"The internet service has been unreliable despite having fiber optic. Frequent outages and inconsistent speeds have made it difficult for me to complete tasks, and it’s frustrating that no resolution has been provided even after multiple attempts to contact support.",1
8626-PTQGE,"The streaming services I pay for often buffer or fail to load properly, especially during peak hours. This has been an ongoing issue despite having a long-term contract, and I expect a resolution or compensation for the inconvenience.",1
4328-VUFWD,"I have been experiencing frequent buffering and interruptions while streaming movies even though I am paying for this service. This has been very frustrating, and I expect a resolution soon.",1
9837-BMCLM,"The streaming TV service constantly buffers and freezes, making it impossible to watch anything without interruptions. This has been happening ever since I signed up.",1
9837-BMCLM,"The internet speed is much slower than advertised, and it’s causing issues with basic browsing and streaming services.",2
9837-BMCLM,"I reached out to customer support about the internet and streaming issues, but they were unhelpful and didn’t provide any solutions.",3
9837-BMCLM,"Despite the poor service, I was charged the full amount this month, which feels unfair given the ongoing problems.",4
1670-SVOWZ,"The internet speeds on my fiber optic service have been extremely inconsistent, making it difficult to use streaming services effectively.",1
1670-SVOWZ,"When I reached out to tech support for assistance, I had to wait an unreasonable amount of time, and the issue was still not resolved.",2
1670-SVOWZ,"Despite canceling my service, I was charged for an additional month, and I need this unauthorized charge refunded immediately.",3
0519-XUZJU,"The internet service has been extremely slow and unreliable since I signed up, making it impossible to browse or work efficiently. I regret choosing fiber optic as it was advertised as fast and dependable.",1
0519-XUZJU,"When I reached out to customer support for help with the internet issue, I was told that tech support isn't included in my plan. This is frustrating because I feel like I'm paying too much for such poor service and no assistance.",2
8701-DGLVH,"I am frustrated with the lack of flexibility in my plan. I only have phone service, yet I am locked into a two-year contract with no option to easily add internet services if I decide to in the future.",1
4086-YQSNZ,"The streaming TV service frequently buffers or stops working altogether, making it impossible to enjoy any shows or programs. I've reported this issue before, but it hasn't been resolved.",1
4086-YQSNZ,"I have no online security or tech support included, yet I'm paying a high monthly charge. I feel like I'm not getting value for the money I'm spending.",2
5609-CEBID,"The internet service has been extremely unreliable, with frequent outages and slow speeds. As a senior citizen, this has made it difficult to stay connected and handle important tasks online.",1
5609-CEBID,"I have contacted customer support multiple times about the internet issues, but no resolution has been provided. Additionally, the monthly charges seem excessively high for the inconsistent service I’ve been receiving.",2
9058-CBREO,"The internet service has been extremely slow and unreliable since I signed up. As a senior citizen, I rely on stable internet for essential tasks, and this level of service is unacceptable.",1
2472-OVKUP,"The streaming movies service keeps buffering and the quality drops frequently, making it impossible to use. Despite paying for Fiber optic internet, the speeds do not seem to match the service I'm being charged for.",1
2472-OVKUP,"I tried reaching out to customer support about my streaming and internet issues, but I was told there’s no tech support included in my plan. This lack of assistance is frustrating, especially given the high monthly charges.",2
4822-YCXMX,"The streaming movies service constantly buffers and takes too long to load, making it impossible to enjoy. Despite paying a high monthly charge, the quality of service is very disappointing.",1
9248-OJYKK,"The internet service is extremely slow and unreliable, making it difficult to perform basic online tasks. This is unacceptable, especially for the high monthly charges I'm paying.",1
9248-OJYKK,"I contacted customer support to resolve the internet issue, but they were unhelpful and failed to provide a solution. The lack of tech support is frustrating.",2
9248-OJYKK,"I feel like the monthly charges are too high for the limited services I’m receiving, especially since I don’t even have online security or backup included.",3
4872-VXRIL,"The internet speed has been inconsistent lately, which has been frustrating, especially since I pay for reliable DSL service.",1
4872-VXRIL,I noticed that there's no option to upgrade to streaming TV or movies on my current plan. It would be great to have more entertainment options available.,2
4872-VXRIL,The customer support wait times are too long whenever I call for assistance. I would appreciate faster support for loyal customers like myself.,3
6857-VWJDT,"The streaming services for both TV and movies are constantly buffering despite having fiber optic internet. This is extremely frustrating, especially considering the high monthly charges I’m paying.",1
5520-FVEWJ,"The internet service has been highly unreliable, with frequent outages and slow speeds despite paying a premium for fiber optic. This has caused significant disruptions to my family's daily activities, and no resolution has been provided despite multiple attempts to contact support.",1
9710-ZUSHQ,"The fiber optic internet service has been consistently unreliable with frequent outages, which has made it impossible to use streaming services or work online effectively.",1
9710-ZUSHQ,"I contacted customer support multiple times about the internet issues, but they were unhelpful and did not provide a resolution, leaving me frustrated.",2
9710-ZUSHQ,"Despite my complaints, I was still charged the full monthly amount, which feels unfair given the poor service quality I've been experiencing.",3
5089-IFSDP,"The tech support service is not included in my plan, and I've had multiple technical issues with my internet and streaming services that I couldn't resolve on my own. This has been incredibly frustrating.",1
5089-IFSDP,The monthly charges are too high considering the persistent service interruptions and lack of support. I feel like I'm not getting value for the amount I'm paying.,2
9259-PACGQ,"The internet speeds I’m receiving are much slower than what was promised in my plan, and this has been a recurring issue despite having Online Security and Tech Support services.",1
9259-PACGQ,"Customer support has been unhelpful in resolving my internet speed issues, and I feel like I'm being passed around without any real solutions.",2
9259-PACGQ,"I noticed unexplained fluctuations in my monthly charges recently, and I would like a detailed breakdown of these charges.",3
9259-PACGQ,"I specifically chose not to use paperless billing, but I’ve had issues receiving my paper bills on time, which has caused delays in payment.",4
0415-MOSGF,"My internet speed is far slower than what I was promised when I signed up. It's barely usable for basic browsing, which is very frustrating.",1
0415-MOSGF,"I've tried reaching out to customer support about the internet issues, but I was put on hold for an unreasonable amount of time and still didn’t get a resolution.",2
0415-MOSGF,"I don't feel like I'm getting value for the monthly charges I’m paying, especially since I’m not using any additional services like streaming or tech support.",3
9820-RMCQV,"I am extremely frustrated with the frequent disruptions in my DSL internet service. Despite having online security, I often face slow speeds and intermittent connectivity issues, which make it impossible to use the internet effectively.",1
0702-PGIBZ,"The streaming services I signed up for frequently buffer and lag, making it impossible to enjoy TV shows or movies. Despite paying over $100 monthly, the quality of service is unacceptable, and I have not received adequate support to resolve this issue.",1
3717-OEAUQ,"The fiber optic internet service has been inconsistent with frequent disruptions, which is unacceptable given the high monthly charges.",1
3717-OEAUQ,"I am frustrated that there is no option to bundle online security or tech support with my current plan, making it less convenient for me to manage my services.",2
3717-OEAUQ,The process of mailing checks every month feels outdated and inconvenient; I would prefer more modern payment options.,3
6235-VDHOM,"The internet service has been extremely slow and unreliable since I started using it. Despite paying for DSL, the speeds are far below expectations, and it has made it difficult to get anything done online.",1
2684-EIWEO,"The internet service has been consistently unreliable, with frequent outages and slow speeds despite paying a high monthly charge for fiber optic service. This lack of quality is unacceptable.",1
2684-EIWEO,"When I reached out to customer support to address the internet problems, I was informed that tech support isn't included in my plan. I feel frustrated having to pay extra for a resolution to an ongoing issue.",2
2372-HWUHI,"The internet speeds with my DSL service have been consistently slow, making it difficult to complete basic online tasks.",1
2372-HWUHI,"I contacted customer support about the slow internet, but I was placed on hold for a long time and didn't receive any helpful assistance.",2
2372-HWUHI,"Despite my limited usage, the monthly charges seem too high for the services I’m receiving, especially with no additional features like tech support or streaming options.",3
2372-HWUHI,I was not informed about any potential fees or charges when I decided to cancel my service—this lack of transparency is frustrating.,4
2372-HWUHI,"The process of canceling my account has been unnecessarily complicated and time-consuming, adding to my dissatisfaction.",5
5760-IFJOZ,"The streaming services I signed up for frequently buffer or fail to load, making it impossible to enjoy TV shows or movies. This has been happening ever since I started my subscription.",1
5760-IFJOZ,"I contacted customer support about the streaming issue, but they were unhelpful and did not provide any solutions. I'm frustrated with the lack of support.",2
3070-DVEYC,"The internet service has been extremely unreliable, with constant disruptions and slow speeds. Despite paying a premium for fiber optic, I have not received the quality of service expected, which has caused significant inconvenience.",1
4636-QRJKY,"The internet speed with the fiber optic service has been consistently slow, making it difficult to complete online tasks efficiently.",1
4636-QRJKY,"I contacted tech support for help with the slow internet, but the issue was not resolved, and the representative was unable to provide a satisfactory explanation.",2
4636-QRJKY,"Despite the unresolved internet issues, my monthly bill remains high, and I find it unacceptable to pay for a service that isn't meeting expectations.",3
6204-IEUXJ,"The internet service has been extremely unreliable with frequent outages, which makes it difficult for me to accomplish basic tasks online. I've reported this issue multiple times, but no resolution has been provided.",1
6204-IEUXJ,"The monthly charges are too high for the limited services I receive. I expected better value for the price, especially considering I do not use streaming services or online backup.",2
2729-VNVAP,"My phone service frequently drops calls or has poor reception. This has been a recurring issue, and I would like it resolved immediately.",1
2729-VNVAP,The customer support team seems unresponsive to my complaints about phone service. I expect better assistance given my loyalty as a long-term customer.,2
1875-QIVME,"The internet speeds with Fiber Optic are not as advertised. I experience frequent buffering when streaming movies and TV shows, which is very frustrating.",1
1875-QIVME,"Despite having tech support included, I haven't been able to get timely assistance when I call for help. The wait times are unreasonably long.",2
1875-QIVME,The monthly charge of $104.4 is way too high for the quality of service I am receiving. I would like a review of my billing to ensure I am not being overcharged.,3
1875-QIVME,"There have been interruptions in my phone service recently, making it difficult to make or receive calls. This is unacceptable given that I pay for multiple lines.",4
1875-QIVME,"I was promised device protection, but when I filed a claim for a damaged device, I was told it wasn't covered. This feels misleading and dishonest.",5
2384-OVPSA,"I am frustrated with the outdated payment process. As a senior citizen, I would prefer more modern payment options like electronic payments instead of having to mail checks every month.",1
8000-REIQB,"The internet service is extremely expensive for what I’m getting. I expected better value for $69.95 per month, especially when I don’t even have features like online security or tech support.",1
8000-REIQB,"The fiber optic internet speed has been inconsistent, with frequent slowdowns and interruptions that make it difficult to complete even basic tasks online.",2
8000-REIQB,"I contacted customer support about the internet issues, but the response was unhelpful and the problem remains unresolved.",3
8000-REIQB,I’m frustrated that there are no affordable options for adding basic protections like online security or backup to my plan without drastically increasing my monthly bill.,4
8000-REIQB,"After just one month of service, I’ve decided to leave because of the poor service and lack of support, but the process for canceling my account has been confusing and time-consuming.",5
8713-IGZSO,"I've been experiencing dropped calls and poor call quality, especially during important conversations. This is unacceptable for a basic phone service.",1
8713-IGZSO,"I signed up for multiple lines, but the second line is not functioning properly. I can't make or receive calls on it.",2
8713-IGZSO,The monthly charges for my phone service seem higher than expected. I need an explanation for these additional costs.,3
8713-IGZSO,"It takes too long to resolve issues when I contact support. I had to call multiple times about my second line, and the problem still isn't fixed.",4
8713-IGZSO,I'm dissatisfied with the lack of clarity in my billing statement. I shouldn't have to spend so much time trying to understand what I'm being charged for.,5
1449-XQEMT,"I am frustrated that I am paying for phone service, but the quality of the calls is poor, with frequent drops and static. This has made it extremely difficult to rely on my phone for important communication.",1
2037-SGXHH,"The internet service has been extremely unreliable, with frequent outages and slow speeds, despite paying a high monthly fee for fiber optic. This has disrupted my ability to use streaming TV and other online services effectively.",1
0439-IFYUN,"The internet service is too expensive for the limited features I use. I don't have Online Security, Tech Support, or Streaming options, yet I am paying a high monthly charge. This doesn't seem fair, and I would like a review of my plan.",1
1841-YSJGV,"The fiber optic internet service has been experiencing frequent outages lately, making it difficult to stream TV and movies smoothly despite paying a premium for these services. I expect a resolution to this issue promptly.",1
6469-QJKZW,"I am unhappy with the limited service options available to me as I do not have internet service, which makes it difficult to enjoy additional features like streaming or online security. I would like to understand why these services are not being offered in my area.",1
9220-ZNKJI,"The streaming TV service constantly buffers and freezes, making it impossible to enjoy any programs. This has been an ongoing issue, and I expect it to be resolved immediately.",1
9220-ZNKJI,"Despite paying for Fiber optic internet, the browsing speed is much slower than advertised. This is unacceptable given the premium price I'm paying.",2
9220-ZNKJI,"I attempted to get help from your tech support regarding my internet speed, but I had to wait on hold for over 30 minutes, and the resolution provided did not fix the issue.",3
1470-PSXNM,"The internet service has been very inconsistent lately, especially with streaming TV. Despite having fiber optic internet, we experience buffering and interruptions, which is frustrating given the high monthly charges.",1
9585-KKMFD,I am unhappy with the lack of internet service options available to me despite being a long-term customer. It feels like I'm not receiving the full value for what I'm paying.,1
5130-YPIRV,"The streaming TV service often buffers or fails to load content, making it difficult to watch shows without interruptions.",1
5130-YPIRV,"The DSL internet speed is not consistent, especially during peak hours, which affects both streaming and general browsing.",2
5130-YPIRV,"I contacted customer support for assistance with the internet issue, but they were unable to resolve the problem effectively.",3
5130-YPIRV,"Despite having online security and device protection, I recently experienced a phishing attempt, which raises concerns about the effectiveness of these services.",4
1428-GTBJJ,"The internet service has been extremely unreliable, with frequent outages and poor performance. Despite paying a high monthly fee, I haven't received the quality of service expected, and no assistance has been provided to resolve the issue.",1
2195-ZRVAX,"The internet service has been extremely inconsistent, with frequent outages and slow speeds, which is unacceptable given the premium price I'm paying each month.",1
2195-ZRVAX,I feel frustrated that there is no online security included in my plan. This makes me concerned about the safety of my personal information.,2
2195-ZRVAX,"Whenever I’ve tried to contact tech support for assistance, I’ve received no help, which is very disappointing and has made it difficult to resolve issues.",3
2195-ZRVAX,"The streaming movies service has buffering issues constantly, and the quality drops frequently even though I’m paying for high-speed fiber optic internet.",4
0196-VULGZ,"The streaming movies service constantly buffers and the quality is poor, even though I am paying for a premium fiber optic internet connection. This has been very frustrating, and I would like this issue resolved immediately.",1
4488-PSYCG,"I am extremely disappointed with the phone service quality. Calls frequently drop or have poor audio quality, making it difficult to communicate effectively. Despite being a loyal customer for over a year, the problem persists with no resolution.",1
9445-SZLCH,"The internet speeds with Fiber Optic have been consistently slow, making it difficult to stream TV, even though I’m paying for a premium service.",1
9445-SZLCH,"I contacted customer support about the internet issue, but they were unhelpful and did not resolve my problem.",2
9445-SZLCH,"I was charged the full monthly fee despite the ongoing issues with my internet service, and I would like a refund for the inconvenience.",3
1322-AGOQM,The internet speed has been consistently slow despite being a long-term customer. This has made it difficult to complete basic online tasks.,1
1322-AGOQM,"I have reached out multiple times regarding the lack of online security options, but no resolution or improvement has been provided.",2
1322-AGOQM,"I feel that the monthly charges are too high for the limited services I am receiving, especially since I don't have phone service or streaming options.",3
1213-NGCUN,"The internet service has been consistently slow and unreliable, making it difficult to complete basic online tasks. Despite having tech support, the issue remains unresolved.",1
1213-NGCUN,"I feel like I am paying too much for the limited services I receive. With no streaming options, no online security, and no backup, the value for money just isn't there.",2
1213-NGCUN,"When I reached out to tech support for help, the response time was extremely slow, and the issue was not fixed despite multiple follow-ups.",3
1213-NGCUN,"I am frustrated that there is no flexibility or improvement in service quality, especially considering I am on a month-to-month contract and expected better customer care.",4
3521-SYVOR,The streaming services I signed up for are constantly buffering and the quality is poor. It's very frustrating to pay for something I can't fully enjoy.,1
3521-SYVOR,"I reached out to customer support multiple times about the streaming issue, but I haven't received any helpful response or resolution.",2
3521-SYVOR,"The monthly charges seem high for the limited services I have, especially considering the ongoing issues with streaming and lack of tech support.",3
1410-RSCMR,"The streaming movies service I signed up for frequently buffers, making it nearly impossible to watch anything without interruptions. This has been going on for weeks without resolution.",1
1410-RSCMR,"I am also noticing that my monthly bill seems higher than what I initially expected, and there isn’t a clear breakdown of charges. Please clarify why I’m being charged $71.35.",2
1410-RSCMR,"While I appreciate having tech support, the last time I called, I was on hold for over 30 minutes without getting any assistance. This level of service is unacceptable.",3
1410-RSCMR,"Even though I have device protection, my modem malfunctioned recently, and I had to pay out of pocket to replace it. I need an explanation as to why this wasn’t covered.",4
2720-WGKHP,"The streaming services I signed up for frequently buffer and lag, making it impossible to enjoy TV shows or movies. Despite paying a high monthly charge, the issue remains unresolved and has pushed me to consider canceling my service.",1
8722-NGNBH,"I've been experiencing frequent disruptions with my DSL internet service, which has made it difficult for me to stay connected. Despite having tech support, the issue has not been resolved, and it's frustrating to pay for a service that isn't reliable.",1
6017-PPLPX,"The internet service has been consistently unreliable, with frequent outages and slow speeds making it difficult for my family to use.",1
6017-PPLPX,"Despite paying a high monthly charge, I feel that the services provided do not justify the cost, as there are no additional features like online security or device protection included.",2
6017-PPLPX,"Customer support was unhelpful when I reached out to resolve the internet issues, leaving me with no choice but to cancel my service.",3
1583-IHQZE,"The internet speeds with your fiber optic service have been consistently slower than advertised, which is unacceptable for the high monthly charges I am paying.",1
1583-IHQZE,"Your streaming services frequently buffer and crash, making it impossible to enjoy TV shows or movies without interruptions.",2
1583-IHQZE,"I reached out to tech support multiple times about these issues, but they were unable to provide a permanent fix or satisfactory assistance.",3
1583-IHQZE,"Despite my frustrations and unresolved issues, my bill remains extremely high, and I feel like I am not getting value for the money I am paying.",4
0547-HURJB,"The phone service quality has been poor, with frequent dropped calls and inconsistent signal strength. This has caused a lot of frustration, especially when making important calls.",1
0547-HURJB,"I've noticed that despite not having internet service, my bill seems higher than expected for just phone service. I would like a detailed breakdown of the charges.",2
0547-HURJB,The customer service team has been unresponsive to my previous inquiries about the billing issues. It’s disappointing not to get proper assistance.,3
0547-HURJB,The automatic credit card payments are inconvenient for me since I prefer to review my bill before payment. Please provide an alternative payment option.,4
0547-HURJB,I feel that there are no clear benefits or incentives for staying on a month-to-month contract. Perhaps a better loyalty plan could be introduced for long-term customers.,5
9534-NSXEM,"I have been experiencing issues with my phone service, including dropped calls and poor call quality. This has been an ongoing issue, and I need it resolved immediately.",1
9534-NSXEM,"Despite not having internet service, I feel my monthly charges are high compared to the limited services I receive. I would like a review of my billing to ensure it reflects only what I use.",2
5919-TMRGD,"The streaming TV service I signed up for has been buffering constantly and is nearly unwatchable. I expected better quality, especially given the high monthly charges. Please address this issue immediately.",1
6656-GULJQ,"The streaming services for both TV and movies frequently buffer or lag, making it nearly impossible to enjoy watching anything. This has been a recurring issue despite having a long-term contract.",1
6656-GULJQ,"The monthly charges seem excessively high for the services provided, especially considering the persistent streaming issues. I would like a review of the charges and an explanation of the pricing.",2
6656-GULJQ,"Although I have tech support included in my plan, it takes an unreasonable amount of time to get through to a representative, and the support provided has not resolved my ongoing issues.",3
4464-JCOLN,"I am very dissatisfied with being locked into a one-year contract despite the limited services I can use. I don’t even have internet service, yet I feel like I’m paying for nothing substantial.",1
4529-CKBCL,"The streaming TV service constantly buffers and interrupts my viewing experience, making it impossible to enjoy any shows.",1
4529-CKBCL,"Despite paying a high monthly charge of $80.2, I feel like I'm not getting the value for my money with the poor quality of services.",2
4529-CKBCL,"I called customer support about my streaming issues, but I was put on hold for an unreasonable amount of time and received no resolution.",3
4529-CKBCL,"The internet speed is inconsistent, and I experience frequent drops in connection, which disrupts my online activities.",4
4529-CKBCL,I find the electronic check payment process inconvenient and would prefer more flexible options for payment.,5
3733-ZEECP,"The internet speeds have been consistently slower than what was promised in my plan. This has been a recurring issue, and I expect better service for what I’m paying.",1
3733-ZEECP,"I’ve noticed that despite having tech support included in my plan, I had to wait an unreasonable amount of time to get assistance when I faced connectivity issues.",2
3733-ZEECP,The billing process through electronic check has been confusing and inconvenient. I’d prefer a more user-friendly option for payments.,3
3733-ZEECP,"I feel like I’m being charged too much for the limited services I’m receiving. There are no streaming options or additional features included, yet my monthly charges seem high.",4
7103-IPXPJ,"The streaming services for both TV and movies frequently buffer or stop working altogether, despite having fiber optic internet. This has been a recurring issue and is very frustrating.",1
7103-IPXPJ,"I contacted tech support about the streaming issues, but the solutions provided have not resolved the problem. I feel like I'm not getting the service I'm paying for.",2
3329-WDIOK,"The streaming services I signed up for, like StreamingTV and StreamingMovies, frequently buffer and provide low-quality video, which ruins my viewing experience.",1
3329-WDIOK,"I tried reaching out for tech support to resolve the streaming issues, but I was told that I didn't have tech support included in my plan. This is frustrating as I expected some level of assistance.",2
3329-WDIOK,"The monthly charges are too high for the unreliable service I'm receiving, especially since I don't even have phone service. I feel like I'm being overcharged.",3
2665-NPTGL,"The internet service has been extremely inconsistent, with frequent interruptions while streaming TV and movies. This is very frustrating given the high monthly charges I'm paying.",1
2665-NPTGL,"I tried reaching out to customer support for help with the internet issues, but there’s no tech support included in my plan, and I was told I’d have to pay extra for assistance. This is unacceptable for a long-standing customer.",2
2665-NPTGL,"Despite paying nearly $100 a month, I'm not receiving online security or backup services, which feels like poor value for the price. I expect more comprehensive coverage for this cost.",3
5044-XDPYX,"I’ve been with your service for over four years, and despite being a loyal customer, I feel there’s been no effort to provide additional benefits or discounts for long-term customers like me. It’s frustrating to see promotions for new customers while existing ones are overlooked.",1
5153-RTHKF,"The streaming TV service often buffers and freezes, making it difficult to enjoy shows. This has been happening for weeks and needs to be fixed.",1
5153-RTHKF,"The internet speed is not as fast as advertised, especially during peak hours. This is frustrating given the high monthly charges.",2
5153-RTHKF,"I have reached out to customer support for help with my internet issues, but I haven't received any meaningful assistance or resolution.",3
5153-RTHKF,The lack of online security options included in my plan makes me feel unprotected when browsing. It's disappointing that this isn't offered for Fiber optic customers without additional fees.,4
5153-RTHKF,"The monthly charges are quite high for the limited services I receive, and I feel like I’m not getting value for my money.",5
9776-OJUZI,"The streaming TV service frequently buffers, making it impossible to enjoy watching programs. This has been an ongoing issue despite having fiber optic internet.",1
9776-OJUZI,"I have been a loyal customer for over five years, yet I feel neglected as there is no access to tech support. I expect better assistance for such high monthly charges.",2
2962-XPMCQ,"The internet connection has been very slow, making it difficult to complete even basic tasks online. This has been a persistent issue since I signed up.",1
2962-XPMCQ,"I tried reaching out to customer support regarding the internet speed, but I haven't received any helpful assistance or resolution so far.",2
2962-XPMCQ,"I'm frustrated that despite not using any additional services like online security or streaming, my monthly bill seems high for the limited services I do have.",3
2962-XPMCQ,The process of canceling my service has been unnecessarily complicated and frustrating. I expected a more straightforward experience.,4
2894-QOJRX,"The streaming TV service constantly buffers and has poor quality, making it almost unusable. I have tried troubleshooting but the issue remains unresolved, and I am very dissatisfied with the lack of support.",1
7228-OMTPN,"The streaming services I have subscribed to often experience buffering issues, making it impossible to enjoy watching TV or movies.",1
7228-OMTPN,"The internet speed is not as advertised, and the connection drops frequently, especially during peak hours.",2
7228-OMTPN,"When I tried to reach out to customer support for assistance with my internet issues, I was placed on hold for an unreasonably long time, and the representative was unable to resolve my problem.",3
7228-OMTPN,"Despite my ongoing complaints about the poor service, my bill remains high, and I don't feel I am getting value for the amount I am paying.",4
5271-YNWVR,"I've been a loyal customer for years, but the constant price hikes in my monthly bill, despite having a long-term contract, are unacceptable. I feel like I'm being penalized for staying with your service.",1
8710-YGLWG,"I am frustrated with the lack of online security options with my DSL internet service. I feel vulnerable to potential threats, and there doesn't seem to be an easy way to add this service to my account.",1
0334-GDDSO,The internet speed on my fiber optic service has been inconsistent and much slower than what was promised. This has made it difficult to complete my daily tasks.,1
0334-GDDSO,"I have been trying to reach tech support to address the internet issues, but I keep being placed on hold for long periods without getting any resolution.",2
0334-GDDSO,"I noticed that I am being charged a high monthly fee, yet I am not receiving services like online security or device protection, which I would expect at this price point.",3
0334-GDDSO,"The electronic check payment system is inconvenient and has caused delays in processing my payments, leading to frustration.",4
0334-GDDSO,"I feel like there’s no loyalty incentive for long-term customers, and the lack of support and high charges are forcing me to consider leaving.",5
7359-PTSXY,"The internet service has been extremely slow and unreliable since the beginning, making it impossible to perform even basic tasks. Despite paying for the service, I feel like I'm not getting what I was promised.",1
1432-FPAXX,"The internet speed is extremely slow, making it difficult to complete basic tasks online. Despite being a loyal customer for over two years, I haven't seen any improvement in service quality, which is very disappointing.",1
2578-JQPHZ,"The internet speed has been consistently slow, especially during peak hours, making it difficult to stream TV and movies without buffering.",1
2578-JQPHZ,The monthly charges seem excessively high compared to the quality of service provided. I feel like I am not getting value for the amount I am paying.,2
2578-JQPHZ,"I have been experiencing frequent outages recently, and it’s frustrating that these interruptions are not resolved quickly.",3
2578-JQPHZ,"The tech support team took too long to address my previous issue, and the resolution was not satisfactory.",4
2578-JQPHZ,"I am unhappy with the lack of online security options included in my plan, especially for the price I am paying.",5
9206-GVPEQ,"The streaming services for TV and movies frequently buffer or fail to load, making it impossible to enjoy the content I’m paying for.",1
9206-GVPEQ,"Despite having tech support included, I had to wait for hours to get assistance with my internet issues, and the problem still hasn’t been resolved.",2
9206-GVPEQ,"The DSL internet speed is much slower than advertised, which affects my ability to stream or work efficiently.",3
9206-GVPEQ,"The month-to-month contract feels unreliable, and I’ve noticed unexpected fluctuations in my monthly charges without explanation.",4
9206-GVPEQ,"I’ve been trying to cancel my service due to ongoing issues, but the process has been unnecessarily complicated and time-consuming.",5
1038-ZAGBI,"I am frustrated with the lack of internet service options available to me. Despite being a loyal customer for a year, I am unable to access any internet-related services, which significantly limits my experience.",1
1038-ZAGBI,I don't understand why my monthly charges remain so high when I only have phone service. I would like an explanation or adjustment to my billing.,2
9391-TTOYH,"I've been experiencing frequent call drops and poor call quality despite having phone service. This has been ongoing for a while, and it’s becoming very frustrating.",1
9391-TTOYH,I feel like the monthly charges for just phone service are too high compared to other providers. I would like to know if there are any more affordable plans available.,2
9391-TTOYH,"I mailed my payment as usual, but my account was still marked as overdue. This is very inconvenient and needs to be resolved immediately.",3
5515-IDEJJ,"I am extremely dissatisfied with the lack of internet service options available to me. It's frustrating that I can't access basic internet services, which are essential for my family.",1
5515-IDEJJ,"Despite signing up for phone service, I've encountered issues with call quality, such as dropped calls and static interference. This is unacceptable, especially as I'm paying for reliable service.",2
2277-VWCNI,"The DSL internet service has been extremely slow and unreliable, making it difficult to complete even basic tasks online. As a senior citizen, I rely on stable internet for essential activities, and this level of service is unacceptable.",1
6439-GTPCA,"The internet service has been unreliable despite the high monthly charges. Frequent outages and slow speeds have disrupted my work and daily activities, and even tech support hasn't been able to provide a permanent solution.",1
3943-KDREE,"The internet speed with the fiber optic service has been consistently poor, making it difficult to complete work or stream content without interruptions.",1
3943-KDREE,"I have reached out multiple times for assistance with the internet issues, but the lack of tech support and resolution has been extremely frustrating.",2
3943-KDREE,"Despite my complaints about poor service, my monthly charges remain high, and I feel I am not getting value for the money I am paying.",3
0257-ZESQC,"The fiber optic internet service has been unreliable for months, with frequent outages and slow speeds. This has been very frustrating, especially given the high monthly charges.",1
